comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
BO20240923010004-0,BO20240923010004,Josep,,,El Pirineu és la zona zero. I Sant Julià la seva capital?,,,
BO20240916122808-0,BO20240916122808,SUPER INEPCIA,,,"La taxa d'atur es molt alta més del que s'explican aquí, aquella oficina d'ocupacio no és més que una despesa estratosferica per el país, plena de funcionaris sense donar sortida laboral a ningú que a perdut la feina, es poden pasar mesos sense trucar per oferir una sola feina, sobretot des de que la il.lustrisima MARSOL s'ha càrregat els programes laborals per els majors de 45 anys deixan-los amb al cul al aire, sense programa, sense feina, sense cass i sense futur, una poca vergonya tot plegat",,,
BO20240926210019-0,BO20240926210019,Eva,,,Que retreu!? Serà l'herència que ha deixat Astrie amb la seva leydi lentejuelas Marsol a la cartera.. no es pot retreure amb un Comú just començant a legislar sinó s'haurà de deixar treballar i recuperar els fons perduts que eu deixat!!!,,,
BO20240923115952-0,BO20240923115952,laura,,,"Envejosos i gelosos, si per ells fos viuriem de les patates i hauriem de tornar als pobles d'origen. La majoria viuen del cuento i no entenenen lo que costa ortar el pa a casa",,,
BO20240923115952-1,BO20240923115952,Be,,,"Aquests no es coneixen la de no treure el peu d'una barca fins no tindre l'altra ben assegurada. Si volen canviar els sectors, em sembka bé però que ho facin invertint amb els seus diners i sense perjudicar a altres. ",,,
BO20240917010004-0,BO20240917010004,LO VOSTRE NO TE NOM,,,"Mare meva aquets de la CEA sou uns impresentables!!! no teniu vergonya, esta el país que sembla el barri Xines i encara volen portar mes desnonats aquí per tenir el país tensionat als límits en TEMA HABITATGE, SALARIS, AJUDES A AFERS SOCIAL etc, SOU LA VERGONYA DEL PAIS QUE SOLS VOLEU GENT LOW COST SENSE CAP FORMACIO RONDANT L’ANANLFABETISME PER PAGAR UNA MERDA, espero que petint tots els vostre negocis cutres salxixeros que no els i queda ni un tele diari per el servei patètic que doneu. IMPRESENTABLES",,,
BO20240917010004-1,BO20240917010004,Tururú ,,,"Si, si, jo treuria tots els requisits, però també TOTES LES AJUDES ( lloguer, transport, menjadors, calefacció,targetes de menjar etc,etc) AJUDES=IMPOSTOS. Cuan aquesta gent no arriben a minal de mes, que Ho pagui la patronal...",,,
BO20240917010004-2,BO20240917010004,Africa,,,Clar clar..facilitem mes..si la gent viu en parella en un pis compartit..ara portem els nens...i despres demanen ajudes a govern..aixi la cea surt amb la seva..porta treballadors a preu regalat i li pasa la patata calenta a altre.,,,
BO20240911135500-0,BO20240911135500,Ciutadana,,,"16M entre 54 pisos de 50m2 aprox, 296mil el pis, 5.900m2 de construccio.... numeros grossos....",,,
BO20240904125500-0,BO20240904125500,Chanchollo,,,"Cap chollo, més aviat sembla que estiguin ajudant als propietaris que no saben com treu-re li profit, que ajudant la població. Chanchullo total",,,
DI20240928053300-19107875,DI20240928053300,circ de la neu,"9/28/2024, 6:24:11 AM",2024-09-28 06:24:11,No vau fer prou el pena amb la candidatura? prou de malgastar els diners del país… ,,,
DI20240927054700-17077602,DI20240927054700,Homòlegs idem,"9/27/2024, 4:36:09 AM",2024-09-27 04:36:09,"L'OMS calcula que hi ha onze suïcidis al dia a l'Estat espanyol i uns 220 intents, a més és el país líder en el consum d'ansiolítics entre adolescents, anem pel mateix camí?",,,
DI20240927054700-17075426,DI20240927054700,Grau II,"9/26/2024, 11:37:58 PM",2024-09-26 23:37:58,"Parleu amb els malalts. Ells us explicaran de primera mà el tracte que reben, els entrebancs de totes les administracions, i les mentides dels polítics.",,,
DI20240927054700-17075178,DI20240927054700,Supervivent,"9/26/2024, 11:02:29 PM",2024-09-26 23:02:29,"Primer ens colen crisis cícliques, una pandèmia i una guerra amb inflació afegida, i després comenceu a fer un recompte de quants ens hem quedat bojos. ",,,
DI20240927054700-17075001,DI20240927054700,Pinten Bastos,"9/26/2024, 10:24:13 PM",2024-09-26 22:24:13,Al pas que anem la propera obra FARAONICA TINDRA DESER UN HOSPITAL MENTAL.,,,
DI20240927054700-17074877,DI20240927054700,Robert,"9/26/2024, 10:03:01 PM",2024-09-26 22:03:01,Hi ha algun estudi que avaluï la salut mental dels nostres polítics?,,,
DI20240927054700-17077633,DI20240927054700,Mi,"9/27/2024, 4:40:59 AM",2024-09-27 04:40:59,Aquests son d'UCA i a l'UCA només s'envia al populatxo,17074877,,
DI20240927054700-17075777,DI20240927054700,Veritat,"9/27/2024, 12:25:06 AM",2024-09-27 00:25:06,No en quedaria ni un!!tenim tota la galeria d'etiquetes...,17074877,,
DI20240927054700-17075108,DI20240927054700,A simple vista,"9/26/2024, 10:46:45 PM",2024-09-26 22:46:45,"La seva es fenomenal, sense estres i sense mal de caps i la butxaca encara mes  ",17074877,,
DI20240925070000-16397605,DI20240925070000,Hi ha molta feina,"9/25/2024, 12:09:29 PM",2024-09-25 12:09:29,"Ja que vols fer tant pais i ajudar tant a la gent d'aquí si vols té podem posar deures avui, que tal si té mires els comentaris del article avui amb les 1330 prestacions en ajudes que tant contents estant de dir que dóna govern al habitatge, aturats etc, mirat com està el tema dels aturats que no es presisament per saltar per un peu d'alegria a veure si doneu un cop de mà a qui més necessita que falta fa perquè aquet país darrera de la cortina del habitatge hi han problemes molt seriosos, de gent sense cobertura sanitària a menys que se la pàgina ells i sense cap ajuda ",,,
DI20240925070000-16397933,DI20240925070000,Carles,"9/25/2024, 12:44:17 PM",2024-09-25 12:44:17,Tens molta raó però tu també tens molta feina per fer i es aprendre a escriure bé el català 😳,16397605,,
DI20240925070000-16397142,DI20240925070000,Tamarroland,"9/25/2024, 11:34:37 AM",2024-09-25 11:34:37,"Certament Andorra es troba en un atzucac. No podem ser optimistes, DA ha destrossat el principat. Qui governi un cop DA perdi, sigui qui sigui, que es calci.",,,
DI20240925070000-16394689,DI20240925070000,HABITATGES DIGNES,"9/25/2024, 8:34:22 AM",2024-09-25 08:34:22,Les famílies del país estem amb tú Cerni Escalé.,,,
DI20240925070000-16396781,DI20240925070000,Jordi,"9/25/2024, 11:10:47 AM",2024-09-25 11:10:47,+1,16394689,,
DI20240925070000-16394037,DI20240925070000,Marta Benet,"9/25/2024, 7:52:35 AM",2024-09-25 07:52:35,"Fa molta ràbia com s'intenta fer política o enfonsar des dels anònims. Ja veus Cerni que despertes temors a la caverna. És una bona senyal, creu-me. I felicitats per un molt bon article, tot i que això no ha estat cap sorpresa.",,,
DI20240925070000-16393659,DI20240925070000,Verds,"9/25/2024, 7:26:54 AM",2024-09-25 07:26:54,Força Cerni estem amb tu i els teus,,,
DI20240925070000-16393425,DI20240925070000,Pladevall,"9/25/2024, 7:09:30 AM",2024-09-25 07:09:30,"Està creixent molt ràpid. Potser una mica massa ràpid, però la única alternativa plausible i realista de GOVERN és amb l'Escalé. És simplement així.         L'article ben escrit- esperem fets.",,,
DI20240925070000-16397148,DI20240925070000,ay deu meu..,"9/25/2024, 11:35:12 AM",2024-09-25 11:35:12,"Una cosa està clara, us ha contagiat la soberbia...xd",16393425,,
DI20240925070000-16396653,DI20240925070000,Ximples útils,"9/25/2024, 11:01:57 AM",2024-09-25 11:01:57,"Ja trigues a posar-te una foto del profeta Cerni a la teva tauleta de nit, aquest noi és una marca blanca de DA, una oposició a la carta.",16393425,,
DI20240925070000-16395900,DI20240925070000,I un be NEGRE,"9/25/2024, 10:00:42 AM",2024-09-25 10:00:42,"Això ho dius tu, avanç que aquet la Carine, el MESSIES te'l quedes tu ",16393425,,
DI20240925070000-16393150,DI20240925070000,MAT,"9/25/2024, 6:50:10 AM",2024-09-25 06:50:10,"Constatacions certes, però sense propostes. DA s'ha venut el país, i el poc que en queda, encara el vol adjudicar a la UE, a canvi de res. I en aquesta espiral caòtica tampoc hi ha cap alternativa consistent més que el fum de la concordia en aquesta desgraciada situació. I això denota que tenim una classe política mediocre, que es dedica a voltar pels passadissos del CG, a passejar per Armènia i a treure el cap a l'ONU.",,,
DI20240925070000-16395922,DI20240925070000,Falta el FINAL,"9/25/2024, 10:02:43 AM",2024-09-25 10:02:43,"Totalment d'acord , mai vaig pensar que de tanta mediocritat als 60 veuria andorrà vivint un DRAMA GREC",16393150,,
DI20240925070000-16392688,DI20240925070000,Uhhh,"9/25/2024, 6:18:18 AM",2024-09-25 06:18:18,"Populisme és no dir res i vendre fets impossibles, totalment irreals. Per tant zero patatero. ",,,
DI20240925070000-16392666,DI20240925070000,Buff,"9/25/2024, 6:16:49 AM",2024-09-25 06:16:49,"Crec que es pensa que està per sobre del bé i del mal. Quin ego, déu meu!!!",,,
DI20240925070000-16395958,DI20240925070000,Tocant el cel,"9/25/2024, 10:04:44 AM",2024-09-25 10:04:44,Jo acabo pensant que AQUET ELS  HI HA DONAT GANJA A TOTS AQUETS PERQUE ESTANT FLOTANT ,16392666,,
DI20240925070000-16393383,DI20240925070000,Diana,"9/25/2024, 7:05:43 AM",2024-09-25 07:05:43,"PARLES D'UNA PERSONA HONESTA, AMABLE I TREBALLADORA. JA N'HI HA PROU D'INTENTAR FER MAL.",16392666,,
DI20240925070000-16395978,DI20240925070000,Tocant el cel,"9/25/2024, 10:06:47 AM",2024-09-25 10:06:47,Diana per quant fent una trobada HARE KRISNA?  Jo porto els tambors i la GANJA,16393383,,
DI20240925070000-16392349,DI20240925070000,Granoteta 57 kiko,"9/25/2024, 5:52:31 AM",2024-09-25 05:52:31,"Populisme, vol dir, que dius lo que la gent vol escoltar, per a captar el seu vot.",,,
DI20240925070000-16392214,DI20240925070000,Fumata,"9/25/2024, 5:42:53 AM",2024-09-25 05:42:53,"Anem de mal en pitjor. Els perroflautes happys que n’hi ha pocs que treballen, i van molt al gimnàs. Molta falsetat, populisme i cap proposta real.Feu molta por.",,,
DI20240925070000-16391283,DI20240925070000,Cloclo,"9/25/2024, 4:26:41 AM",2024-09-25 04:26:41,"Ens han deixat una Andorra socialment i ecologicament cada vegada menys reconeixible. I ara ens volen dins de la Unió Europea, per aplicar principis neoliberals de mercat. Per seguir explotant la terra i la gent. DA ESTEU ENFONSANT EL PAIS I FEU VEURE QUE EL VOLEU SALVAR. BRAVO CERNI, BRAVO CONCORDIA. Avall gran patrimoni caciquil interessat de sempre. RENOVACIO!!!",,,
DI20240925070000-16391238,DI20240925070000,anton,"9/25/2024, 4:21:48 AM",2024-09-25 04:21:48,"estant a l'altre costat es facil criticar. El senyor espot/DA s'han menjat el covid sencer amb patates i despres la inimaginable inflacio i per mi.. han fet be per la ciutadania,, potser millor? clar que si..sempre es pot fer millor pero han fet bastant be, senyor escale... que hauria fet voste en aquest cas si voste estigues com a cap?",,,
DI20240925070000-16397030,DI20240925070000,Lladres,"9/25/2024, 11:26:33 AM",2024-09-25 11:26:33,I mes coses s'ha menjat...,16391238,,
DI20240925070000-16391219,DI20240925070000,Guim Jiménez,"9/25/2024, 4:19:11 AM",2024-09-25 04:19:11,Felicitats per l'article Escalé!! Proper cap de Govern. Continua.,,,
DI20240925070000-16391154,DI20240925070000,Andorra for sale,"9/25/2024, 4:12:41 AM",2024-09-25 04:12:41,"Andorra ja no és casa nostra, som estranys a la nostra pròpia terra.",,,
DI20240925070000-17066113,DI20240925070000,Noelia,"9/26/2024, 5:32:15 AM",2024-09-26 05:32:15,"100%. D Accord amb tu, i dic més es casa dels innombrables que dicten les normes a casa Andorra. ",16391154,,
DI20240925070000-16391010,DI20240925070000,Joan,"9/25/2024, 3:54:44 AM",2024-09-25 03:54:44,"jajaja, igual de dolent que els altres...",,,
DI20240925070000-16390197,DI20240925070000,Bany de realitat.,"9/25/2024, 2:10:27 AM",2024-09-25 02:10:27,"Tot molt bonic, però em sóna a bla bla buit.Es un fet que al nostre país, es van succeint gent mediocre, quan no inútil, a càrrecs importants, i a gent molt preparada i brillant no se la te en compte , bàsicament, perquè no es venen i troben indigne ser ovelles obedients així, la que era gairebé un paradís va esdevinguent una deconstrucció de malson. Aquesta és una realitat sagnant de ""la nostra casa"".",,,
DI20240925070000-16392450,DI20240925070000,:),"9/25/2024, 5:58:46 AM",2024-09-25 05:58:46,+10,16390197,,
DI20240925070000-16390169,DI20240925070000,Ramon,"9/25/2024, 2:05:05 AM",2024-09-25 02:05:05,És pur populisme i tècniques de comunicació d'universitat. Anem fatal a Andorra. Tot fum i res concret. ,,,
DI20240925070000-16390039,DI20240925070000,Escaldenc insubmís,"9/25/2024, 1:46:18 AM",2024-09-25 01:46:18,"Ensumo un pre-manifest de pre-capdegovern d'una esquerra il·lustrada, teòrica i pueril a més no poder. Ara estem al foc, i amb tu estarem a les brases. Per cert, expressar que a Andorra som una família és de traca... Per enmarcar, Cerni.!",,,
DI20240925070000-16390210,DI20240925070000,Blanquejar sepulcres,"9/25/2024, 2:11:38 AM",2024-09-25 02:11:38,Totalment d'acord. ,16390039,,
DI20240925070000-16389995,DI20240925070000,Venedors de fum,"9/25/2024, 1:39:56 AM",2024-09-25 01:39:56,Gairebé tan ensucrat com la frase de la Sra. Aché al Consell que no vol cases vol llars. Sou uns populistes baratos,,,
DI20240925070000-16396875,DI20240925070000,Jordi,"9/25/2024, 11:17:30 AM",2024-09-25 11:17:30,Millor sang nova. Almenys tenen idees. O seguim amb el què tenim...??,16389995,,
DI20240925070000-16389912,DI20240925070000,M'he emocionat,"9/25/2024, 1:29:50 AM",2024-09-25 01:29:50,"Un comentari que reiterem sovint a casa, és que ja no reconeixem Andorra com casa nostra. ",,,
DI20240925070000-16389790,DI20240925070000,Teresa Mas,"9/25/2024, 1:09:12 AM",2024-09-25 01:09:12,Estic molt decebuda amb com va el país però articles com aquest em donen una mica d'esperança. Es nota que t'estimes Andorra Cerni. A casa et seguim quan parles al Consell General i ho fas molt bé. Siusplau si ets Cap de Govern no permetis que et comprin o que et facin canviar.,,,
DI20240925070000-16390028,DI20240925070000,Canta-li el Hare Krisna,"9/25/2024, 1:44:43 AM",2024-09-25 01:44:43, ,16389790,,
DI20240925070000-16389407,DI20240925070000,Fauno populista,"9/25/2024, 12:06:33 AM",2024-09-25 00:06:33,"Aquest, estant a la oposició té solucions per a tot. Però si demà el posessin a cap de govern, faria gairebé el mateix. ",,,
DI20240925070000-16389394,DI20240925070000,Rocío,"9/25/2024, 12:04:25 AM",2024-09-25 00:04:25,El primer i l'últim paràgraf m'han emocionat. Gràcies Cerni. Som un país.,,,
DI20240925070000-16389357,DI20240925070000,ESTIC CENSURAT?,"9/24/2024, 11:58:52 PM",2024-09-24 23:58:52,"APRENEU DE UN BON REFERENT, LA DIFERENCIA.  ",,,
DI20240925070000-16389356,DI20240925070000,Jaume,"9/24/2024, 11:58:52 PM",2024-09-24 23:58:52,"Escalé a les properes eleccions et tocarà governar a tu. Et fem confiança, però necessitarem a algú molt valent. No retrocedeixis ni un mil·límetre quan et toqui prendre les decisions.",,,
DI20240925070000-16390120,DI20240925070000,Brainwhashing',"9/25/2024, 1:58:02 AM",2024-09-25 01:58:02,"Fàstic tota la propaganda per voler impulsar una marca blanca populista i sense experiència, a govern! Deu mos guard  d'una ximpleria com aquesta",16389356,,
DI20240925070000-16389226,DI20240925070000,Apreneu de un bon referen,"9/24/2024, 11:35:29 PM",2024-09-24 23:35:29,LA DIFERENCIA.  ,,,
DI20240925070000-16389174,DI20240925070000,JJ,"9/24/2024, 11:24:51 PM",2024-09-24 23:24:51,"Mira soc de dretes i a mi Concòrdia ni fu ni fa, però el noi aquest és molt bo. Li fot una remenada de por al Govern. Els deixa desvestits i sense arguments..... hi ho fa semblant Santa Teresa de Calcuta. Com per estudiar-ho a facultats de periodisme.",,,
DI20240925070000-16396916,DI20240925070000,Jordi,"9/25/2024, 11:19:19 AM",2024-09-25 11:19:19,Se'n diu amor al país ,16389174,,
DI20240925070000-16390566,DI20240925070000,AMÉN,"9/25/2024, 3:01:53 AM",2024-09-25 03:01:53,"Santa Teresa de Calcuta! jo si fos de tu me feia mirar això? DE TRACA SANTA TERESA DE CALCUTA, aquella feia més feina sense fer tant de soroll i vendre filosofia podemita",16389174,,
DI20240925070000-16390135,DI20240925070000,Brainwhashing',"9/25/2024, 2:00:18 AM",2024-09-25 02:00:18,"Parole, parole, parole....com deia la cançó italiana.",16389174,,
DI20240925070000-16389147,DI20240925070000,Carles Grau,"9/24/2024, 11:19:38 PM",2024-09-24 23:19:38,"Molt ben escrit, profund i accessible. Felicitats Cerni, us seguim molt atentament i creiem en tu/vosaltres. Som molts.",,,
DI20240925070000-16389128,DI20240925070000,Fora,"9/24/2024, 11:15:49 PM",2024-09-24 23:15:49,"Andorra, casa nostra? Si l'heu venut entre tots els politics. Heu heredat d'un pais que tenia un potencial important, i l'heu subastat a aquells que tenien diners sense pensar en les consecuencies. En poc mes de 4 anys les consecuencies ja es noten. Els nets d'aquells que van construir Andorra en els 60-70, s'han venut aquesta gran herencia. Politics mediocres, torneu a casa vostra I no feu res mes, no toqueu mes res, i pareu amb el vostre bla bla. ",,,
DI20240925070000-16389067,DI20240925070000,feu riure amb europa,"9/24/2024, 11:03:46 PM",2024-09-24 23:03:46,"Si dius que creus en les institucions europees, paro de llegir directament, i quedes descartat com a persona amb criteri",,,
DI20240925070000-16389121,DI20240925070000,El criteri del Capital,"9/24/2024, 11:14:31 PM",2024-09-24 23:14:31,"Com no? Cerni va ser coordinador d'operacions al Banc Mundial, als Estats Units (2014-2020) i Consultor a l'agència de rating Moody's (2011-2012).",16389067,,
DI20240925070000-16389835,DI20240925070000,I tant que si,"9/25/2024, 1:16:03 AM",2024-09-25 01:16:03,"ja ja ja fantasmada, jo tinc un tio a l'havana, l'has vist tu? ningú l'ha vist, com se sap vendre el noi eh, el teu GURU",16389121,,
DI20240925070000-16393416,DI20240925070000,Maria,"9/25/2024, 7:08:47 AM",2024-09-25 07:08:47,Quanta enveja!,16389835,,
DI20240925070000-16396065,DI20240925070000,MODÈSTIA I HUMILITAT,"9/25/2024, 10:14:55 AM",2024-09-25 10:14:55,"El que us fa falta a molts joves es una mica més de modèstia, que ningú neix ensenyant  i duplicar els diplomes i càrrecs tothom en sap, tot i tenir una educació com tants d'altres encara li queda molt per veure i apendre",16393416,,
DI20240925070000-16389000,DI20240925070000,Meritxell,"9/24/2024, 10:46:37 PM",2024-09-24 22:46:37,Endavant!!,,,
DI20240925070000-16388880,DI20240925070000,Visc del papa,"9/24/2024, 10:26:05 PM",2024-09-24 22:26:05,"Comunistes expropiadors. Cada partit es mes vomunista que l'anterior, quan surti un partit amb sentit comu (d'extrema dreta) que mai hagi treballat al swctor privat os paralitzara tota la llei omnibus que te pdr.objectiu: 1.enfonsar la banca (que marxin els.rics amb els seus diposits dels que viu la banca (corralito)). 2. Enfonsar la construccio (deixar mes de 6000 persones sense feina, entre elles andorrans. 3.enfonsar el turisme, els.pisos turistics dels que viuen unes 600 families del.pais i pdr les que treballan altres empreses de neteja, bugaderies, gestories, manteniment etc etc. Tot ho que proposeu val.molts diners i amb tots aquests swctors arruinats sense tributar mai podreu fer res, ni recollir les cagades dels gossos de.la vorera, per suposat no yindreu calers per mantenir ni el.50% dels funcionaris. Altre sector que afectara purament a andorrans a no sdr que amplieu el deute per capita, pero com els dd fora fotran el.camp, els d'aqui (que som.4) som.els que hauren d'acavar pagan tot aquest deute. Es venen decades de gran decandencia gracies al comunisme de da, concordia i ps. Mireu la barcelona dels anys 90 i la d'ara. Aquesta es la deriva a la que porten les vostres politicas de perroflautes",,,
DI20240925070000-16389331,DI20240925070000,Fotem-nos tots,"9/24/2024, 11:55:55 PM",2024-09-24 23:55:55,Contra pitjor millor.,16388880,,
DI20240925070000-16388689,DI20240925070000,Venc la meva pàtria,"9/24/2024, 9:52:40 PM",2024-09-24 21:52:40,"""Cadascú a casa seva i Déu en la de tots"".",,,
DI20240925070000-16388961,DI20240925070000,Arnau,"9/24/2024, 10:39:45 PM",2024-09-24 22:39:45,"L’article diu tot el contrari, company!",16388689,,
DI20240925070000-16389080,DI20240925070000,europa es el futur?de qui,"9/24/2024, 11:07:12 PM",2024-09-24 23:07:12,"no diu gens lo contrari , nomes diu lo que la gent vol sentir pero sense mullar-se en res, i molt menys es mulla en contra de l'agenda 2030",16388961,,
DI20240923060900-16373025,DI20240923060900,Creïble?,"9/23/2024, 12:54:56 PM",2024-09-23 12:54:56,"El titular, tal com està formulat, sembla una mica triomfalista.",,,
DI20240923060900-16372776,DI20240923060900,Tarrés Benet,"9/23/2024, 12:29:05 PM",2024-09-23 12:29:05,Molts continuem expectants per saber quins productes s'exporten amb tal falera als EEUU i l'Àsia. Algú pot informar-ne?,,,
DI20240923060900-16368143,DI20240923060900,David,"9/23/2024, 6:04:52 AM",2024-09-23 06:04:52,"Son empresas de españoles y franceses que vienen a ""vivir"" ficticiamente en Andorra para huir a los impuestos y crean empresas fantasmas en Andorra que sirven de intermediario para exportación de su industria francesa y española. Conozco unos cuantos. ",,,
DI20240923060900-16368348,DI20240923060900,Maria,"9/23/2024, 6:25:55 AM",2024-09-23 06:25:55,"Sí, Andorra siempre innovando en la protección de los piratas más modernos, jejeje (es el ADN de Andorra que todos conocemos)",16368143,,
DI20240923060900-16365419,DI20240923060900,Albert,"9/23/2024, 12:06:13 AM",2024-09-23 00:06:13,"Sols criticar, m'agradaria sapigue els que comenteu que aporteu al país, segur que misèria.",,,
DI20240923060900-16365823,DI20240923060900,Mr,"9/23/2024, 1:17:16 AM",2024-09-23 01:17:16,I ignorància també. Es pensen que el que no passa pels seus morros no existeix. ,16365419,,
DI20240923060900-16364964,DI20240923060900,BE READY FOR THE WAR,"9/22/2024, 10:10:56 PM",2024-09-22 22:10:56,"a si, i que exportem trumfes? Segurament deu ser això ja ha començat la guerra comercial per culpa nostre hem exportat 10 quilos de trumfes de Sispony, els mercats estrangers estant tots acollonits amb nosaltres ",,,
DI20240923060900-16364891,DI20240923060900,Aaa,"9/22/2024, 9:45:58 PM",2024-09-22 21:45:58,Quina pudor... !!!,,,
DI20240923060900-16364830,DI20240923060900,Gràcies,"9/22/2024, 9:30:35 PM",2024-09-22 21:30:35,M'agradaria saber quin d'aquests productes 'exportats' te origen o fabricació a Andorra.,,,
DI20240923060900-16366293,DI20240923060900,No hi ha res,"9/23/2024, 2:30:56 AM",2024-09-23 02:30:56,"Jo t'ho dic, cap.",16364830,,
DI20240921172100-16347163,DI20240921172100,Els jocs de la fam,"9/21/2024, 8:46:25 AM",2024-09-21 08:46:25,"El consum local té els dies comptats, les regles de joc de la lliure circulació d'aliments a nivell global, subjectes a l'especulació financera aconsegueixen arruïnar els locals i omplir les butxaques de les grans multinacionals.",,,
DI20240921171600-16355245,DI20240921171600,"Al Gore, on t'has ficat?","9/22/2024, 2:26:49 AM",2024-09-22 02:26:49,"Aquest any no hem tingut estiu, els arbres fruiters han madurat tardíssim per les temperatures baixes, que opinen els calentòlegs d'aquest fenòmen contrari a les seves tesis?",,,
DI20240921171600-16347017,DI20240921171600,home del temps,"9/21/2024, 8:32:21 AM",2024-09-21 08:32:21,"No l´encerten a dos dies, per creure els Mapes de predicción estacionals.",,,
DI20240921113600-16350430,DI20240921113600,Masafi,"9/21/2024, 2:51:32 PM",2024-09-21 14:51:32,"Igual q la temporada passada. No tenim joc interior, depenem completament de l individualitat dels escoltes i bases. L any passat amb això en vam tenir suficient gracies a uns grans montero i harding, esperem que aquest any tambe sigui suficient",,,
DI20240921113200-16351358,DI20240921113200,Acord EU no gràcies,"9/21/2024, 3:50:40 PM",2024-09-21 15:50:40,Quan et volen vendre alguna cosa que saps que no entra ni amb calçador i que només et volen fer veure lo bo... és senyal que és mal negoci... ,,,
DI20240921113200-16350183,DI20240921113200,Masafi,"9/21/2024, 2:35:36 PM",2024-09-21 14:35:36,“Andorra seguirà mantenint el control en materia d immigracio” aquest tio no sap no de que parla l accord,,,
DI20240921113200-16347850,DI20240921113200,Quins son els riscos?,"9/21/2024, 9:52:19 AM",2024-09-21 09:52:19,Quins son els riscos?,,,
DI20240921113200-16347597,DI20240921113200,Pere,"9/21/2024, 9:26:16 AM",2024-09-21 09:26:16,Europa NO gràcies,,,
DI20240921113200-16346405,DI20240921113200,No a Europa,"9/21/2024, 7:35:06 AM",2024-09-21 07:35:06,"Europa NO i sobretot a votar al comú, por si las moscas...",,,
DI20240921113200-16345520,DI20240921113200,fruitsqualityjose@andorra,"9/21/2024, 5:36:18 AM",2024-09-21 05:36:18,adeu molts negocis......,,,
DI20240921113200-16345459,DI20240921113200,Banlieue,"9/21/2024, 5:28:35 AM",2024-09-21 05:28:35,França està rebentada....ja no és dels francesos! ,,,
DI20240921113200-16345384,DI20240921113200,NO,"9/21/2024, 5:18:39 AM",2024-09-21 05:18:39,Europa? Quina Europa? Si Europa és una cova de lladres i un pou de M,,,
DI20240921113200-16345328,DI20240921113200,Joan,"9/21/2024, 5:08:29 AM",2024-09-21 05:08:29,França exemple de que ?,,,
DI20240921113200-16344822,DI20240921113200,Anti-globalista,"9/21/2024, 3:20:06 AM",2024-09-21 03:20:06,"Veient com està França per culpa de la immigració massiva, no crec que el Sr. Strzoda estigui en condicions de recomanar res ni de donar-nos cap lliçó. NO A LA UE!",,,
DI20240921113200-16344743,DI20240921113200,STOP EUROPA,"9/21/2024, 2:58:09 AM",2024-09-21 02:58:09,Venc moto...! Me la treuen de les mans....!,,,
DI20240921113200-16344728,DI20240921113200,No cola,"9/21/2024, 2:53:47 AM",2024-09-21 02:53:47,"Un altre intent d'embaucar la població indecisa, propaganda de l'Estat gal, només cal veure com es desintegra França per entendre que ens hem de reflectir al Regne o Unit, no a països vassalls de l'OTAN com França.",,,
DI20240921113200-16344689,DI20240921113200,No a la UE,"9/21/2024, 2:42:51 AM",2024-09-21 02:42:51,Unim-nos als nostres veïns per acabar com ells... quin poc sentit comú. Andorra ha crescut i s'ha enriquit gràcies a tots els que han fugit de la UE. La gent amb diners que ha vingut per la seguretat i la qualitat de vida marxarà i acabarem amb delinqüència i repartint ajudes... Som idiotes si permetem això.,,,
DI20240921113200-16344598,DI20240921113200,Jordi,"9/21/2024, 2:19:15 AM",2024-09-21 02:19:15,"Aquest Senyor vol islamitzar-nos, com ho està França. Esperem que els andorrans tinguin dos dits de front i no voldran ser islamitzats, votaran NO ha aquest acord de rendició a la UE.",,,
DI20240921113200-16344522,DI20240921113200,Per quin motiu censures?,"9/21/2024, 1:58:14 AM",2024-09-21 01:58:14, ,,,
DI20240921113200-16344545,DI20240921113200,faltava un troç sorry,"9/21/2024, 2:03:21 AM",2024-09-21 02:03:21," VIATJARAN MOLT, CADA DIA ESTARANT DE TERRASES I CONCERTS, NO TINDRAN UN PIS, ELS I DIUEN QUE NO CAL EL COTXE QUE TOTS AMB TRANSPORT PUBLIC ETC i els 4 multimilionaris entre ells els polítics perquè aquets si que son multimilionaris i no milionaris tindran cada dia el cotorro mes controlat i avui amb 30 mil euros ets considerat classe mitja alta, QUIEN TE A VISTO I QUIEN TE VE EUROPA. I lo pitjor que els joves encara creuen aquesta mentida",16344522,,
DI20240921113200-16344510,DI20240921113200,Curiós,"9/21/2024, 1:51:26 AM",2024-09-21 01:51:26,Va dir que hi haurien consequencies en cas d'un NO. ,,,
DI20240921113200-16344985,DI20240921113200,F,"9/21/2024, 4:03:01 AM",2024-09-21 04:03:01,"Tot a la vida té conseqüències, això no és nou, però ningú té una bola de vidre per saber si serà bo o dolent. M'imagino que es refereix que durant uns anys ens ignoraran...ja veus..tal com tenien les carreteres. Si hi hagués una connexió ferroviaria amb França encara podrien tindre arguments per ""presionar""...",16344510,,
