id,datetime_added,journal,search_term,datetime_article,category,type,title,link,nb_of_comments
DI20240927053100,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 05:31:00,esports,article,“Sabem que podem fer coses importants”,https://www.diariandorra.ad/esports/240927/sabem-podem-fer-coses-importants_158873.html,0
DI20240927052600,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 05:26:00,esports,article,Xavi Cardelús afronta el Gran Premi d’Indonèsia,https://www.diariandorra.ad/esports/240927/xavi-cardelus-afronta-gran-premi-d-indonesia_158870.html,0
DI20240927052400,2024-09-28 12:55:02.038978,diari,andorra,2024-09-27 05:24:00,esports,article,Arriba el Trial clàssic coll de la Botella,https://www.diariandorra.ad/esports/240927/trial-classic-coll-botella_158868.html,0
DI20240928115500,2024-09-28 12:55:02.038978,diari,la,2024-09-28 11:55:00,nacional,article,Vila medieval de Sant Julià,https://www.diariandorra.ad/nacional/240928/vila-medieval-sant-julia_158959.html,0
DI20240928064900,2024-09-28 12:55:02.038978,diari,la,2024-09-28 06:49:00,esqueles,article,Antonia Jiménez Jiménez,https://www.diariandorra.ad/esqueles/240928/antonia-jimenez-jimenez_158954.html,0
DI20240928064700,2024-09-28 12:55:02.038978,diari,la,2024-09-28 06:47:00,esqueles,article,Antonia Jiménez Jiménez,https://www.diariandorra.ad/esqueles/240928/antonia-jimenez-jimenez_158953.html,0
DI20240928064600,2024-09-28 12:55:02.038978,diari,la,2024-09-28 06:46:00,actualitat-economica,article,El PCE dels EUA sorprèn a la baixa i aplana el camí,https://www.diariandorra.ad/actualitat-economica/240928/pce-dels-eua-sorpren-baixa-i-aplana-cami_158952.html,0
DI20240928064100,2024-09-28 12:55:02.038978,diari,la,2024-09-28 06:41:00,entreteniment,article,Torna ‘RoboCop’,https://www.diariandorra.ad/entreteniment/240928/torna-robocop_158951.html,0
DI20240928063500,2024-09-28 12:55:02.038978,diari,la,2024-09-28 06:35:00,entreteniment,article,Prediccions del zodíac,https://www.diariandorra.ad/entreteniment/240928/prediccions-zodiac_158948.html,0
DI20240928062900,2024-09-28 12:55:02.038978,diari,la,2024-09-28 06:29:00,semafor,article,"Semàfor, 28 de setembre",https://www.diariandorra.ad/semafor/240928/semafor-28-setembre_158947.html,0
DI20240928062700,2024-09-28 12:55:02.038978,diari,la,2024-09-28 06:27:00,la-perla,article,“Un dels grans riscos de l’envelliment és la pobresa i la solitud”,https://www.diariandorra.ad/la-perla/240928/dels-grans-riscos-l-envelliment-pobresa-i-solitud_158946.html,0
DI20240928054700,2024-09-28 12:55:02.038978,diari,la,2024-09-28 05:47:00,parroquies,article,Sant Julià torna a ser Vila Medieval,https://www.diariandorra.ad/parroquies/240928/sant-julia-torna-vila-medieval_158928.html,4
DI20240928054200,2024-09-28 12:55:02.038978,diari,la,2024-09-28 05:42:00,parroquies,article,La tempesta fa la guitza a l’arrencada del Caldes Festival,https://www.diariandorra.ad/parroquies/240928/tempesta-fa-guitza-l-arrencada-caldes-festival_158927.html,0
DI20240928054100,2024-09-28 12:55:02.038978,diari,la,2024-09-28 05:41:00,parroquies,article,"La mina de ferro de Llorts, oberta fins al 8 de desembre",https://www.diariandorra.ad/parroquies/240928/mina-ferro-llorts-oberta-fins-8-desembre_158926.html,0
DI20240928053900,2024-09-28 12:55:02.038978,diari,la,2024-09-28 05:39:00,parroquies,article,L’art de la punta de coixí omple la sala Sergi Mas,https://www.diariandorra.ad/parroquies/240928/l-art-punta-coixi-omple-sala-sergi_158925.html,0
DI20240928052500,2024-09-28 12:55:02.038978,diari,la,2024-09-28 05:25:00,esports,article,El CV Encamp juga contra el Montserrat Gràcia,https://www.diariandorra.ad/esports/240928/cv-encamp-juga-montserrat-gracia_158919.html,0
DI20240928052400,2024-09-28 12:55:02.038978,diari,la,2024-09-28 05:24:00,esports,article,L’Enfaf femení debuta a casa davant el Cambrils,https://www.diariandorra.ad/esports/240928/l-enfaf-femeni-debuta-casa-davant-cambrils_158918.html,0
DI20240927182300,2024-09-28 12:55:02.038978,diari,la,2024-09-27 18:23:00,nacional,article,Detinguts dos homes a la Seu per tràfic d'estupefaents,https://www.diariandorra.ad/nacional/240927/detinguts-dos-homes-seu-per-trafic-d-estupefaents_158914.html,0
DI20240927153200,2024-09-28 12:55:02.038978,diari,la,2024-09-27 15:32:00,nacional,article,L’atracador de la benzinera d’Encamp demana una rebaixa de la pena,https://www.diariandorra.ad/nacional/240927/l-atracador-benzinera-d-encamp-demana-rebaixa-pena_158909.html,5
DI20240927144100,2024-09-28 12:55:02.038978,diari,la,2024-09-27 14:41:00,a-xarxa,article,Vista d'ocell sobre l'Everest,https://www.diariandorra.ad/a-xarxa/240927/vista-d-ocell-sobre-l-everest_158911.html,0
DI20240927064200,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:42:00,entreteniment,article,Disney+ posa límits,https://www.diariandorra.ad/entreteniment/240927/disney-posa-limits_158902.html,0
DI20240927064000,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:40:00,entreteniment,article,Soy Nevenka,https://www.diariandorra.ad/entreteniment/240927/transformers-one_158901.html,0
DI20240927063600,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:36:00,entreteniment,article,Prediccions del zodíac,https://www.diariandorra.ad/entreteniment/240927/prediccions-zodiac_158899.html,0
DI20240927063100,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:31:00,actualitat-economica,article,L’optimisme torna a les borses europees,https://www.diariandorra.ad/actualitat-economica/240927/l-optimisme-torna-les-borses-europees_158898.html,0
DI20240927062900,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:29:00,semafor,article,"Semàfor, 27 de setembre",https://www.diariandorra.ad/semafor/240927/semafor-27-setembre_158897.html,0
DI20240927062500,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:25:00,la-perla,article,“Estem en una bona situació pel que fa al compliment dels objectius de desenvolupament sostenible de l’Agenda 2030”,https://www.diariandorra.ad/la-perla/240927/estem-bona-situacio-pel-fa-compliment-dels-objectius-desenvolupament-sostenible-l-agenda-2030_158896.html,0
DI20240927062100,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:21:00,nacional,article,5.800 paquets de tabac intervinguts al Pas,https://www.diariandorra.ad/nacional/240927/5-800-paquets-tabac-intervinguts-pas_158893.html,2
DI20240927062000,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:20:00,nacional,article,"Creix un 6,8% el valor de les importacions",https://www.diariandorra.ad/nacional/240927/creix-6-8-valor-les-importacions_158892.html,3
DI20240927061900,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:19:00,nacional,article,El raonador proposa un concurs literari juvenil,https://www.diariandorra.ad/nacional/240927/raonador-proposa-concurs-literari-juvenil_158891.html,2
DI20240927061200,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:12:00,la-contra,article,“L’escriptura és una teràpia i la meva meditació”,https://www.diariandorra.ad/la-contra/240927/l-escriptura-terapia-i-meva-meditacio_158890.html,0
DI20240927060800,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:08:00,opinio,opinion,Rastreig dels pisos turístics,https://www.diariandorra.ad/opinio/editorial/240927/rastreig-dels-pisos-turistics_158889.html,1
DI20240927060200,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:02:00,opinio,opinion,Salari digne,https://www.diariandorra.ad/opinio/les-set-claus/240927/salari-digne_158885.html,0
DI20240927060100,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:01:00,opinio,opinion,Els detectors,https://www.diariandorra.ad/opinio/la-visura/240927/els-detectors_158884.html,0
DI20240927060000,2024-09-28 12:55:02.038978,diari,la,2024-09-27 06:00:00,opinio,opinion,Ordenació i futur,https://www.diariandorra.ad/opinio/la-seca-la-meca/240927/ordenacio-i-futur_158883.html,0
DI20240927053900,2024-09-28 12:55:02.038978,diari,la,2024-09-27 05:39:00,parroquies,article,"Adjudicat per 3,5 milions el nou centre per a la gent gran",https://www.diariandorra.ad/parroquies/240927/adjudicat-per-3-5-milions-nou-centre-per-gent-gran_158876.html,0
DI20240927053700,2024-09-28 12:55:02.038978,diari,la,2024-09-27 05:37:00,parroquies,article,Reivindicació del sector amb la Festa de la transhumància,https://www.diariandorra.ad/parroquies/240927/reivindicacio-sector-amb-festa-transhumancia_158875.html,0
DI20240927052900,2024-09-28 12:55:02.038978,diari,la,2024-09-27 05:29:00,esports,article,"Jordina Caminal, tercera al primer descens SAC a Xile",https://www.diariandorra.ad/esports/240927/jordina-caminal-tercera-primer-descens-sac-xile_158872.html,0
DI20240927052800,2024-09-28 12:55:02.038978,diari,la,2024-09-27 05:28:00,esports,article,Vicky Jiménez accedeix a la segona ronda de Lisboa,https://www.diariandorra.ad/esports/240927/vicky-jimenez-accedeix-segona-ronda-lisboa_158871.html,0
DI20240927052500,2024-09-28 12:55:02.038978,diari,la,2024-09-27 05:25:00,esports,article,Jové acaba en el 41è lloc a la Sea Otter Girona,https://www.diariandorra.ad/esports/240927/jove-acaba-41e-lloc-sea-otter-girona_158869.html,0
DI20240928063900,2024-09-28 12:55:02.038978,diari,el,2024-09-28 06:39:00,entreteniment,article,Soy Nevenka,https://www.diariandorra.ad/entreteniment/240928/nevenka_158950.html,0
