comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
DI20240729062200-15505175,DI20240729062200,Dorami,"7/29/2024, 4:22:40 AM",2024-07-29 04:22:40,"M’alegra que m’entenguis, però és una llàstima que només sigui parcialment. ",15505101,,
DI20240729062200-15504427,DI20240729062200,Discerniment,"7/29/2024, 1:37:13 AM",2024-07-29 01:37:13,"Lamento dir que, en aquest cas, l'articulista peca de simplicitat i de no contextualitzar/ discernir amb les realitats que viuen i pateixen els nostres veïns del nord i del sud , i la perversa i corrupta política d’efectes destructors de la Cultura en general i d’Europa en particular .",,,
DI20240729062200-15504190,DI20240729062200,HABITATGES DIGNES,"7/29/2024, 12:37:45 AM",2024-07-29 00:37:45,O vius en una bombolla “d’Alícia en el país de les meravelles” o no arribes a veure la realitat de les famílies andorranes que no són del CLUB.,,,
DI20240729062200-15507098,DI20240729062200,Pk,"7/29/2024, 8:17:51 AM",2024-07-29 08:17:51,Comentari interessant. Apunteu.,15504190,,
DI20240729062200-15504173,DI20240729062200,Escaldenc insubmís,"7/29/2024, 12:33:17 AM",2024-07-29 00:33:17,"Article escapçat voluntariament. Dos exemples per reflexionar : Barcelona, tot Barcelona i Vic. La immigració de la que parla l’articulista és la de integrar-se amb normalitat en un teixit social, l’actual de Barcelona i Vic = Delinqüència pura i dura.",,,
DI20240729062200-15504126,DI20240729062200,Seny,"7/29/2024, 12:18:15 AM",2024-07-29 00:18:15,"S’ha de diferenciar, crec jo, entre migrants regulars, gent que d’acord amb els procediments legals vigents, se sotmet a un procés d’immigració per poder viure i treballar al país i els migrants irregulars, gent que per x o y arriba a Europa per “buscar una vida millor”. Que en tenen tot el dret, eh, però sempre i quan segueixin les vies legals. Molts dels segons acaben vivint millor, sí, treballant i guanyant-se la vida com esperaven. Aqui cap problema. ",,,
DI20240729062200-15504194,DI20240729062200,Juan Mari de Consciensao,"7/29/2024, 12:38:47 AM",2024-07-29 00:38:47,Perfectament descrit,15504126,,
DI20240726060300-15482317,DI20240726060300,Irene,"7/26/2024, 12:59:40 AM",2024-07-26 00:59:40,"Mentides i més mentides, i quan més intenta justificar-se aquesta paia més clar ho tenim tots. Govern us l’han tornat a fotre, una altra per a la saca, jajajaa. Es el que té quan no hi ha ni un que valgui la pena…",,,
DI20240726060300-15482108,DI20240726060300,Global,"7/26/2024, 12:05:46 AM",2024-07-26 00:05:46,"Un fiasco més ! Quant a recuperar-ho tot, la Marsol somnia, com sempre ! aquesta dona no val rès !",,,
DI20240726060300-15482060,DI20240726060300,Global,"7/25/2024, 11:54:10 PM",2024-07-25 23:54:10,"Penso que ara, tant el Diari com Govern, haurieu de callar sobre aquest tema, perquè, entre altres, us feu molt pesats !",,,
DI20240726060300-15481858,DI20240726060300,Joan,"7/25/2024, 11:06:31 PM",2024-07-25 23:06:31,Es una veritat a mitges. Les accions les recuperen. les inversions no crec.  han pagat el pont i la caretera? digue’m que ha sigut un negoci ruinos per govern. ,,,
DI20240726060300-15481737,DI20240726060300,Cost zero???,"7/25/2024, 10:27:51 PM",2024-07-25 22:27:51,"Els estudis, els ponts, els accessos, els viatges de la família Grifols, els dinars, els sopars, els contractes, els advocats, etc… tot això es cost zero??? Zero vergonya és el que teniu!!!",,,
DI20240726060300-15482330,DI20240726060300,Totalment d'acord,"7/26/2024, 1:03:03 AM",2024-07-26 01:03:03,Ho haurien de pagar de la seva butxaca i no de la nostra.,15481737,,
DI20240726060300-15482497,DI20240726060300,xespot,"7/26/2024, 1:39:56 AM",2024-07-26 01:39:56,politics =cap responsibilitat,15482330,,
DI20240723202100-15458856,DI20240723202100,Philantro business,"7/23/2024, 11:39:54 AM",2024-07-23 11:39:54,"Menys caritat i més drets, oportunitats, sous dignes etc, muntar negocis immobiliaris sobre la pobresa generalitzada és lamentable.",,,
DI20240723202100-15458155,DI20240723202100,Pisos everywhere,"7/23/2024, 10:37:40 AM",2024-07-23 10:37:40,“es tracta de sumar esforços i no de fer mèrits per demostrar quina administració fa més en aquesta temàtica”. Gran veritat. Una mica de seny amb l’habitatge no estaria malament.,,,
DI20240723202100-15458039,DI20240723202100,País assistit,"7/23/2024, 10:25:16 AM",2024-07-23 10:25:16,Es terrible que aquesta cultura de la subvenció tingui caràcter de normalitat.     Quan ens doblin els impostos potser no ho trobarem tant normal.,,,
DI20240723202100-15459424,DI20240723202100,Impostos everywhere,"7/23/2024, 12:42:31 PM",2024-07-23 12:42:31,"Calla que no tens ni puta idea. Cultura de la subvenció diu. I sí, s’haurien de pujar els impostos directes. Qui més guanyi, a pagar més.",15458039,,
DI20240723202100-15459748,DI20240723202100,jajaja,"7/23/2024, 1:16:39 PM",2024-07-23 13:16:39,A tu et no et votaria ni la teva familia xD,15459424,,
DI20240723202100-15457594,DI20240723202100,Josep,"7/23/2024, 9:36:23 AM",2024-07-23 09:36:23,El Comú d’Andorra la Vella està obert o tancat per vacances indefinides???.,,,
DI20240721060800-15438588,DI20240721060800,La solució,"7/21/2024, 1:06:34 PM",2024-07-21 13:06:34,"La solució no és fer més pisos, sinó donar permissos de treball sense residència i fomentar el treball de fronterers, com a tot arreu.",,,
DI20240721060800-15434093,DI20240721060800,Inversió immobiliària,"7/21/2024, 3:58:38 AM",2024-07-21 03:58:38,"Per a tenir pisos a bon preu, necessitem que se’n facin més. Però el Govern s'ha dedicat a espantar la inversió els darrers anys, pensant que les mesures populistes li donarien rèdits electorals.",,,
DI20240721060800-15436291,DI20240721060800,Primer els de casa,"7/21/2024, 8:39:07 AM",2024-07-21 08:39:07,Ni un per gent de fora.,15434093,,
DI20240721060800-15436414,DI20240721060800,PRIMER ELS DE CASA,"7/21/2024, 8:55:59 AM",2024-07-21 08:55:59,"Que es facin més però  per la gent d'aquí, volia dir i ja de pas també dic si algú vol comprar mínim a de tenir 5 anys de residència al país sinó res ",15436291,,
DI20240721060800-15434058,DI20240721060800,Claríssim,"7/21/2024, 3:52:25 AM",2024-07-21 03:52:25,"Tot el que porta el segell:” public- privat” , es un GRAN NEGOCI PRIVAT i una GRAN RUÏNA PUBLICA.",,,
DI20240721060800-15434149,DI20240721060800,Sector públic ineficient,"7/21/2024, 4:06:12 AM",2024-07-21 04:06:12,"El que porta el segell ""públic-privat"" ha de ser un negoci just i no abusiu per al privat. Per això el sector públic ho ha de saber regular convenientment. Aconseguir això és saber governar.",15434058,,
DI20240721060800-15436927,DI20240721060800,Clarissim,"7/21/2024, 10:15:14 AM",2024-07-21 10:15:14,"Això seria molt correcte però  no es possible ,de facto, per les corrupteles establertes entre uns i altres ( per dir-ho finament) ",15434149,,
DI20240721060800-15433183,DI20240721060800,No inventem la sopa d’all,"7/21/2024, 12:51:44 AM",2024-07-21 00:51:44,"Algu ha pensat en fer com a Catalunya i posar un topant als preus en funcio de la superficie, antiguitat, alçada, zona, etc …. ??",,,
DI20240721060800-15433382,DI20240721060800,K llest,"7/21/2024, 1:49:14 AM",2024-07-21 01:49:14,No xk a catalunya no ha funcionat. Cada dia son.mes cars els.pisos i aixo k fa anys que no dondn llicencies turistiques a bcn i que la colau ha fet mil perroflautades dient k aixi baixarien ela lloguers. Si es posan topalls es para de construir i si no hi ha vivenda x oferta i demanda tot esta llogat al preu car d’ara i no surt res de nou al mercat. El preu nomes baixa fdnt mes demanda construint mes o fent fora a la gent del.pais,15433183,,
DI20240721060800-15433169,DI20240721060800,Cap confiança,"7/21/2024, 12:49:23 AM",2024-07-21 00:49:23,Inversors que ja no ho faran xk la confiança d’invertir quan t’han expropiat ja esta derrumbada. Ningu es refia ja de la paraula de govern k expropia els bens i les llicencies dels pisos turistics (on hi han grans inversions que s’han fet x cumplir amb els requisits de govern) ara el que vulgui invertir en habitatge ho fara fora d’andorra.,,,
DI20240721060800-15432829,DI20240721060800,Business,"7/20/2024, 11:16:56 PM",2024-07-20 23:16:56,"La solució no ho sé, però un negoci rodó per a inversors privats de diferents pelatges, sí.",,,
DI20240720060300-15430687,DI20240720060300,MIK,"7/20/2024, 3:36:35 PM",2024-07-20 15:36:35,Quina vergonya de polítics Això acabarà malament signen un país turístic i d serveis. Ja no trobes professionals i perquè? Normal qui vols que vingui per treballar i pagar un lloguer de 1500€ Eh obriu els ulls joder .,,,
DI20240720060300-15427899,DI20240720060300,Resident,"7/20/2024, 9:14:10 AM",2024-07-20 09:14:10,"Digues-me, en algun lloc on hi hagi feina, pot una persona llogar un apartament digne pel seu compte pel salari mínim? Jo dubto. Per això la gent viu a famílies. Infants amb pares, avis. Les parelles viuen juntes. De vegades amics o col·legues. No dic que sigui bo, però realment ho és a tot arreu del món. Per descomptat, et pots anar a viure a un país o poble barat, però allà no hi haurà feina ni tan sols un salari mínim. I no és clar quina és pitjor.",,,
DI20240720060300-15428572,DI20240720060300,PORCA MISÈRIA,"7/20/2024, 9:57:54 AM",2024-07-20 09:57:54,"Això sera ara perquè 20 anys enrere un solter tenia de compartir pis però mai de la vida una parella, els 2 treballant podien pagar un lloger, tenir vacances i el cotxe a la porta, ara tot això  s'ha acabat i tots sabem perquè, a propòsit, algú a sentit algun d’aquets  sudamericans queixar-se de que un pis de lloguer  val 2500 ho 3000 euros? Jo no i clar tots sabem també perquè 15 amb un pis i toquen a 200 euros cada un ( això NATURALMENT fa molt mal a la parella que té d'anar a llogar) algú a sentit a un sudamerica queixar-se de la porqueria de sous que no donen per viure? Doncs jo no ( Això fa molt i molt mal al del país que té de anar a demanar FEINA) ells amb el sou mínim o amb negre  ja viuen perque son 15 compartint tot, s’han carregat el futur laboral de la gent d'aquí. NATURALMENT tot això és una conseqüència de unes polítiques provocades per el mateix govern per beneficis tant amb salaris les seves butxaques ( els negocis són de ells) i beneficiar i molt el tema immobiliari ( les grans propietats també són de ells) i mentre que està passant al poble que ens han ven donat per on seiem i ens han destrossat el futur laboral i el metre quadrat que tanta falta fa per viure ( lo mes important i basic d3l dia a dia) LO QUE AVANÇ TOTHOM TENIA ASEGURAT, ENCARA VOLEN QUE CREIXI MES EL PAÍS? A PASTA FQNG TOTS PLEGATS millor que feu una fossa comuna i ens enterreu allà dins.",15427899,,
DI20240720060300-15429530,DI20240720060300,La pura realitat del país,"7/20/2024, 11:55:56 AM",2024-07-20 11:55:56,"Ho has clavat completament, una descripció ben exacta de la realitat d'Andorra i de com han destrossat un país pel benefici de quatre i a sobre ara aquestes mateixos quatre encara volen vendre lo poc que queda del país desballestat a Europa per acabar d'enriquir-se amb les ruïnes que deixen.",15428572,,
DI20240720060300-15426534,DI20240720060300,Abril,"7/20/2024, 7:31:55 AM",2024-07-20 07:31:55,"La gent que vulgui mirar , comunitat Madrid programa revive , condicions son semblas amb anys etc etc, copia hasta nom li fot reviu , comunitat Madrid reviva , tot igual condicions anys etc etc , aquesta política que hia comu politiqueo gooble ",,,
DI20240720060300-15426515,DI20240720060300,Abril,"7/20/2024, 7:28:27 AM",2024-07-20 07:28:27,"Això va pel Sr Sergi en sembla tomadura pel , programa reviu les condicions iguals , com està fent comunitat Madrid programa es diu reviva ajuntament Madrid lo mateix , les condicions son les mateixes , enclar seua política mirar gooble , a beure o copiar , lo mateix fins al nom ,, apart PP comunitat Madrid , ridícul total , copia  fins tot el nom ",,,
DI20240720060300-15426009,DI20240720060300,Abril,"7/20/2024, 6:18:14 AM",2024-07-20 06:18:14,"Això es una ruqueria total , qui comparteix coche per anar feina , hia molta gent que es compareix pisos , costers lloger menjar etc etc ,",,,
DI20240720060300-15425661,DI20240720060300,Alexandre,"7/20/2024, 5:27:58 AM",2024-07-20 05:27:58,"No és cap novetat, el meu pare va venir a Andorra a treballar el 1967 i els primers anys compartia pis",,,
DI20240720060300-15425382,DI20240720060300,Kina novetat,"7/20/2024, 4:23:25 AM",2024-07-20 04:23:25,A andorra els treballadors swmprw han hagut de compartir pis fins k ha vingut la fona i hi han hagut dos sous,,,
DI20240720060300-15425427,DI20240720060300,Carles,"7/20/2024, 4:37:46 AM",2024-07-20 04:37:46,"Ben poc deu fer que estas Andorra o no ets ni del pais, amb el poder adquisitiu d’un abans si volies podies estar facilment en un estudi, has fet la comparativa amb ara…si tenim sous mes baixos que als dos paisos veins qua. Als 80 eren mes alts que als dos paisos veins…La gran diferencia es q ara esta practicament tot de lloguer minim quasi al sou base…siguem realistes i deixem de fer-nos els espavilats, tenim el pais fet caldo i amb subvencions per atreure turisme d’entrepa mes cars que mai.  Que si q molts estan fent l’Agost amb aquets lloguers…xro mes aviat q tard ens esclatara a la cara",15425382,,
DI20240720060300-15426235,DI20240720060300,Emy,"7/20/2024, 6:48:02 AM",2024-07-20 06:48:02,Totalmente d'acort amb tu ,15425427,,
DI20240720060300-15425222,DI20240720060300,Toni,"7/20/2024, 3:34:45 AM",2024-07-20 03:34:45,les politiques actuals van totalment en contra a la voluntat de disposar de mes pisos. No entenc com aquests politics no ho veuen. I a sobre munten un immo en coberta amb l institut de l habitatge. Que pagarem entre tots la ineficiencia. Perque no hi ha responsabilitats politiques?,,,
DI20240720060300-15424940,DI20240720060300,De què us queixeu ?,"7/20/2024, 2:02:28 AM",2024-07-20 02:02:28,No volieu homologar Andorra als estandards internacionals ? ,,,
DI20240720060300-15426250,DI20240720060300,Emy,"7/20/2024, 6:49:52 AM",2024-07-20 06:49:52,D'acor 👏,15424940,,
DI20240720060300-15426119,DI20240720060300,Nstra sra d l'embutxacada,"7/20/2024, 6:32:38 AM",2024-07-20 06:32:38,Doncs l'estocada final són els plans de DA i el seu fosc i perturbador acord d'associació que ja acabarà d'una vegada per totes amb l'Andorra que hem conegut.,15424940,,
DI20240720060300-15427392,DI20240720060300,Doncs,"7/20/2024, 8:44:54 AM",2024-07-20 08:44:54,"Doncs ja sabem el què hem de votar, per evitar-ho.",15426119,,
DI20240720060300-15424916,DI20240720060300,NORMAL,"7/20/2024, 1:52:57 AM",2024-07-20 01:52:57,Un matrimoni tambè comparteix pis. Qui vulgui un pis per ell sol que pagui el que tingui de pagar. Noticia tendenciosa.,,,
DI20240720060300-15424971,DI20240720060300,Mare meva,"7/20/2024, 2:18:03 AM",2024-07-20 02:18:03,Com pots ser tant curt i limitat? Així està el país amb dropos com tu,15424916,,
DI20240720060300-15425951,DI20240720060300,Un altre limitat,"7/20/2024, 6:09:25 AM",2024-07-20 06:09:25,Missatge amb tres insults,15424971,,
DI20240720060300-15424700,DI20240720060300,Josep,"7/20/2024, 12:40:44 AM",2024-07-20 00:40:44,"Salari mínim a 3000 €, i el que no estigui preparat per ser empresari que plegui.",,,
DI20240720060300-15424668,DI20240720060300,Ens acabem de despertar,"7/20/2024, 12:30:43 AM",2024-07-20 00:30:43,"Uiiii mira, no en teníem ni idea d’aquesta notícia!! Preus alts? Pisos compartits? ",,,
DI20240720060300-15424757,DI20240720060300,Lola,"7/20/2024, 1:00:12 AM",2024-07-20 01:00:12,Ens importa molt poc la teva sabiduría. Si ja ho saps amb no llegir-la pots estar tranquil,15424668,,
DI20240720060300-15425673,DI20240720060300,Lolo,"7/20/2024, 5:29:46 AM",2024-07-20 05:29:46,LOLA… crec que no saps el que es la ironia!,15424757,,
DI20240720060300-15424572,DI20240720060300,Joan,"7/19/2024, 11:54:13 PM",2024-07-19 23:54:13,Tornem als anys 60-70 del segle passat…,,,
DI20240720060300-15424546,DI20240720060300,I vinga censurar uff,"7/19/2024, 11:47:45 PM",2024-07-19 23:47:45,"HO SOLUCIONEU  DE VERITAT EL PROBLEMA I RAPID HO ACABARÀ MALAMENT, TEMPS AL TEMPS , HI HA NO TRIGAR GAIRE. ",,,
DI20240720060300-15424431,DI20240720060300,Això explotarà,"7/19/2024, 11:26:09 PM",2024-07-19 23:26:09,"Ho solucioneu de veritat el problema ho acabarà malament, temps al temps hi ha no trigar gaire.  ",,,
DI20240720060300-15425390,DI20240720060300,Xorriços,"7/20/2024, 4:25:37 AM",2024-07-20 04:25:37,Doncs xk aixo es justament ho k han fet rls.politics o els seus pares i com s’han enriquit ells,15424431,,
DI20240720060300-15424379,DI20240720060300,Ra,"7/19/2024, 11:10:40 PM",2024-07-19 23:10:40,Benvinguts a Spotland! Un païs on només tenen dret els nou vinguts amb les butxaques plenes!!!,,,
DI20240720060300-15424036,DI20240720060300,Passeu i vegeu,"7/19/2024, 9:15:32 PM",2024-07-19 21:15:32,"Una radiografia de les dues andorres, pisos de diversos milions d'euros comprats per especuladors que no hi viuen i pisos plens de treballadors del tercer món, residents i andorrans que intenten sobreviure a la usura de la bombolla immobiliària.",,,
DI20240720060300-15424250,DI20240720060300,Realitat trista,"7/19/2024, 10:29:35 PM",2024-07-19 22:29:35,"Molt trist. I si veus un jove que viu sol és per què guanyar diners fent tonteries a les xarxes socials. En canvi, lo que dius tu, pisos petits i ple de gent treballadora i /o nouvinguda, i moltes vegades ni és un pis. Viuen en una habitació d’un hotel",15424036,,
DI20240719055500-15424893,DI20240719055500,Sandra,"7/20/2024, 1:43:28 AM",2024-07-20 01:43:28,"És un molt bon programa, ara només falta que els propietaris posin una mica de la seva part. Si volem mantenir l'estatus quo de l'Andorra que coneixem i estimem, hem de col·laborar entre TOTS. El sector públic no ho pot fer tot, els ciutadans també hem d'actuar amb responsabilitat.",,,
DI20240719055500-15415641,DI20240719055500,Moc de pav,"7/18/2024, 11:56:09 PM",2024-07-18 23:56:09,"La intenció sembla bona, pro, de vritat, per molt que et paguin un 20% de la reforma, qui posarà un pis de 3 habitacions reformat a 700€ a Andorra la Vella??? A Encamp per pisos d’1 o 2 habitacions es paguem 800-1000€!! ",,,
DI20240719055500-15417450,DI20240719055500,A riure al circ,"7/19/2024, 5:37:12 AM",2024-07-19 05:37:12,Segur que el posaran els que han fet aquesta llei. Hahaha,15415641,,
DI20240719055500-15415480,DI20240719055500,Es riuen de nosaltres,"7/18/2024, 11:15:07 PM",2024-07-18 23:15:07,ES CREUEN K SOM BURROS 20% a canvi de 10 anys regalant el pis a pteu de ganga sense poder seleccipnar qui hi viura ni el preu i que quan t’el tornin hauras de gasta el triple d’ho k et van donar? Haha. Ningu ho fara. Foteuvos el 20% un os capiga. Em surt mes acompte seguirlos tenint turiwtics i portavos al tribunal d’estrasburg x expropiar un negogi legal que cumpleix amb tota la llei i per usuarpar un dret 8nternacipnal com es la.propietat privada,,,
DI20240719055500-15415709,DI20240719055500,Eli,"7/19/2024, 12:14:49 AM",2024-07-19 00:14:49,Tu sas que nía gent con bodas intencions ,15415480,,
DI20240719055500-15417533,DI20240719055500,Xd,"7/19/2024, 5:43:54 AM",2024-07-19 05:43:54,"Eli, ja pots ser bo a persona per quedar-te igual xD Però la majoria de persones no són ong's particulars. ",15415709,,
DI20240719055500-15415545,DI20240719055500,Ag,"7/18/2024, 11:32:58 PM",2024-07-18 23:32:58,"Millora la teva ortografia, fa mal a la vista. Gràcies. ",15415480,,
DI20240719055500-15415491,DI20240719055500,Melic,"7/18/2024, 11:18:01 PM",2024-07-18 23:18:01,Deixi d hiperventilar i apren a diferenciar entre comu i govern.,15415480,,
DI20240719055500-15415469,DI20240719055500,JA JA JA,"7/18/2024, 11:10:18 PM",2024-07-18 23:10:18,AQUI QUI SALVA AL POBLE ES EL POBLE NO EL POLITIC.,,,
DI20240718131200-15410519,DI20240718131200,Penosos,"7/18/2024, 12:52:22 PM",2024-07-18 12:52:22,"No saben on van. Ho toquen tot, no comencem res i menys acaben. Venga fotos i festa pels bruts. ",,,
DI20240718131200-15410217,DI20240718131200,francisco martinez,"7/18/2024, 12:39:35 PM",2024-07-18 12:39:35,verguños ,,,
DI20240718131200-15406025,DI20240718131200,"Media, mediana, moda.","7/18/2024, 10:08:33 AM",2024-07-18 10:08:33,Pel Comú o pel redactor de la noticia.,,,
DI20240718131200-15405997,DI20240718131200,Aquesta és la veritat .,"7/18/2024, 10:06:03 AM",2024-07-18 10:06:03,Donaran garantia? ? Perquè no paguen els lloguers que tenen ja  ara i que van amb 3 i 4 mesos de retard… pobres propietaris.. Patiran 10 anys cada mes trucant perquè els paguin una misèria de lloguer ... ,,,
DI20240718131200-15405886,DI20240718131200,Es creuen k som burros,"7/18/2024, 9:53:47 AM",2024-07-18 09:53:47,20% a canvi de 10 anys regalant el pis a pteu de ganga sense poder seleccipnar qui hi viura ni el preu i que quan t’el tornin hauras de gasta el triple d’ho k et van donar? Haha. Ningu ho fara. Foteuvos el 20% un os capiga,,,
DI20240718131200-15406132,DI20240718131200,Resident,"7/18/2024, 10:23:51 AM",2024-07-18 10:23:51,Tens rao 100%,15405886,,
DI20240718131200-15405445,DI20240718131200,Ves rient Ves!!!,"7/18/2024, 9:03:02 AM",2024-07-18 09:03:02,No se que es prioritari vols les olors.,,,
DI20240718131200-15405002,DI20240718131200,Ada,"7/18/2024, 8:11:13 AM",2024-07-18 08:11:13,Comú d’assistits i extremistes i ineptes. Una demostració més.,,,
DI20240718131200-15404993,DI20240718131200,Pep,"7/18/2024, 8:09:56 AM",2024-07-18 08:09:56,"Dediqueu-vos a la festa, que és l’únic que sabeu fer. Quina super ajuda per pixar-s’hi.",,,
DI20240718131200-15404976,DI20240718131200,Boy,"7/18/2024, 8:08:34 AM",2024-07-18 08:08:34,"I mira’ls tots, fent-se fotos de colegues. Quina pena. Andorra la Vella ja és la darrera parròquia en tot. Els hi ha costat poc temps. ",,,
DI20240718131200-15404965,DI20240718131200,Nivell,"7/18/2024, 8:07:08 AM",2024-07-18 08:07:08,"Quina presa de pèl. Però que diuen, prenen a la gent per idiotes o què. Quin nivell de Comú. Apaga i vámonos.",,,
DI20240718131200-15404705,DI20240718131200,Antxon urrutia,"7/18/2024, 7:42:04 AM",2024-07-18 07:42:04,"asi q se censuran los comentario solo por estar en español, q es la lengua mas hablada del principado, por mucho q a los imperialistas q hayan estudiado en Barcelona, adoctrinado mas bien, no les guste. Esta bien saberlo y saber a atenerse con respecto a la credibilidad de un medio de propaganda del señor feudal. Y quitar dinero mediante la coaccion para darselo a alguien de forma arbitraria es socialismo y tu q me censuras, ademas de imperialista catalino, eres un peligroso socialista.",,,
DI20240718131200-15421482,DI20240718131200,Liri,"7/19/2024, 1:18:10 PM",2024-07-19 13:18:10,Comentari patetic,15404705,,
DI20240718131200-15417827,DI20240718131200,Isidor,"7/19/2024, 6:06:12 AM",2024-07-19 06:06:12,"Si vols parlar espanyol marxa a espanya,  ho tens molt fàcil",15404705,,
DI20240718131200-15411369,DI20240718131200,Carbassó,"7/18/2024, 1:44:38 PM",2024-07-18 13:44:38,Tu parles d’imperialisme que vens a casa nostra a imposar l’espanyol????,15404705,,
DI20240718131200-15403500,DI20240718131200,Invents de TBO,"7/18/2024, 5:49:43 AM",2024-07-18 05:49:43,Aquests experiments no funcionen,,,
DI20240718131200-15403465,DI20240718131200,Nanai,"7/18/2024, 5:46:23 AM",2024-07-18 05:46:23,No renta… ,,,
DI20240718131200-15403165,DI20240718131200,8 cognoms andorrans,"7/18/2024, 5:17:11 AM",2024-07-18 05:17:11,"Clar que sí! Ara hem de pagar tots les reformes dels pisos dels andorranets de mena, els quals no saben ni els diners que tenen al banc (de tants que en tenen). Quina pena haver nascut en aquest país. Els immigrants i fills d'aquests som un simple número per a ells. És vergonyós com us aprofiteu.",,,
DI20240718131200-15402930,DI20240718131200,Toni,"7/18/2024, 4:53:01 AM",2024-07-18 04:53:01,"Els sud-americans ja tindran pisos, els andorrans cap a La Seu.",,,
DI20240718131200-15402866,DI20240718131200,El comū de que?,"7/18/2024, 4:44:32 AM",2024-07-18 04:44:32,"El comu d'andorra no subvencionarà ressss, nosaltres amb les nostres taxes, sinó de que faries tu? Ni comuns ni govern subvenciona res ells sols els rebentant els milions i fan com que han salvat el país amb les nostres butxaques",,,
DI20240718131200-15402827,DI20240718131200,Què?,"7/18/2024, 4:39:06 AM",2024-07-18 04:39:06,"Els interessats deuen ser familiars del partido, perquè això no s’aguanta per enlloc",,,
DI20240718131200-15406013,DI20240718131200,Oscar,"7/18/2024, 10:07:32 AM",2024-07-18 10:07:32,Equiliquá,15402827,,
DI20240718131200-15402799,DI20240718131200,Ajeno,"7/18/2024, 4:35:04 AM",2024-07-18 04:35:04,Mireu-los sembla una foto de pati d’escola. ,,,
DI20240718131200-15403472,DI20240718131200,Al Capone,"7/18/2024, 5:46:44 AM",2024-07-18 05:46:44,A vegades sembla una foto agafada d’un pati d’escola i altres vegades sembla una foto agafada d’un geriàtric….què hi farem,15402799,,
DI20240718131200-15402786,DI20240718131200,Anna,"7/18/2024, 4:34:14 AM",2024-07-18 04:34:14,Però que fan? Ara copien a DA. Lo que faltava.,,,
DI20240718131200-15403765,DI20240718131200,Pepito,"7/18/2024, 6:16:02 AM",2024-07-18 06:16:02,"DA ha fet alguna cosa així?? El programa es portava en campanya així que felcitats, com a mínim compliu ",15402786,,
DI20240713125500-15365122,DI20240713125500,Fly,"7/14/2024, 10:27:34 AM",2024-07-14 10:27:34,Que pesat ! ,,,
DI20240713125500-15359802,DI20240713125500,Pais subvencionat,"7/13/2024, 9:23:33 PM",2024-07-13 21:23:33,"Qui vulgui un pis que’s busqui la vida, com sempre ha sigut. ",,,
DI20240713053900-15352414,DI20240713053900,Eoooo,"7/13/2024, 7:11:25 AM",2024-07-13 07:11:25,Infumables!!!,,,
DI20240712055000-15340582,DI20240712055000,immobiliaria Spot,"7/12/2024, 1:05:36 AM",2024-07-12 01:05:36,"Benvinguts al meu païs, on la vivenda es el meu negoci, sou tots benvinguts!!!",,,
DI20240712055000-15340337,DI20240712055000,Business,"7/12/2024, 12:04:16 AM",2024-07-12 00:04:16,"Quin negoci heu muntat amb l'habitatge, només cal veure que hi ha capital privat per comprendre la magnitud del negoci a costa dels pobres.",,,
DI20240712055000-15339995,DI20240712055000,UN PAÍS SUBVENCIONAT,"7/11/2024, 10:21:58 PM",2024-07-11 22:21:58,"Però si aquest país el 80 per cent viu d’ajudes, lo que no se jo com prioritzen ja que els d'aquí per naps o per cols són els que es queden sempre sense res",,,
DI20240711130100-15332572,DI20240711130100,ENTRE ALTRES,"7/11/2024, 6:47:37 AM",2024-07-11 06:47:37,ALTRES PROBLEMES LABORALS QUE NI SE'N PARLA.,,,
DI20240709054800-15312576,DI20240709054800,fiascu,"7/9/2024, 7:46:29 AM",2024-07-09 07:46:29,Veig blocs de pisos completament tancats..  deuen de ser dels grans tenidors així sense oferta poden tenir els preus ben alts..  només interesa escanyar la gent.. l’avaricia ja no té límits.. amb un bé essencial que no es regia pel mercat lliure ni tan sols a Andorra.  ,,,
DI20240709054800-15312348,DI20240709054800,Tammarroçandia,"7/9/2024, 7:27:47 AM",2024-07-09 07:27:47,Una altra menrira del diari dAndorra,,,
DI20240709054800-15309836,DI20240709054800,ELECCIONS GENERALS DA,"7/9/2024, 3:01:47 AM",2024-07-09 03:01:47,"Els ciutadans andorrans i immigrants treballadors estan tant indignats amb les polítiques dels últims 12 anys de DA , que en les pròximes Eleccions Generals hi haurà una hecatombe de pèrdua de vots a DA.",,,
DI20240709054800-15360003,DI20240709054800,Andorrà,"7/13/2024, 9:55:21 PM",2024-07-13 21:55:21,Concordia és una anda de nens pijos socialistes que rebentaran el país. Abanda de ser un grup comunista. ,15309836,,
DI20240709054800-15310714,DI20240709054800,Lol,"7/9/2024, 4:54:33 AM",2024-07-09 04:54:33,xD,15309836,,
DI20240709054800-15309297,DI20240709054800,Altra mentida,"7/9/2024, 1:25:39 AM",2024-07-09 01:25:39,"Altra mentida, els preus de venda de  pisos a Sant Julia son de 3.000 € m2 a 3.500 € m2 , no a 5.600 € m2 que diuen aquests embusteros.",,,
